Date,Total
2021-09-09,4081591.0
2021-09-10,4064938.0
2021-09-11,4090153.0
2021-09-12,4076047.0
2021-09-13,4124158.0
2021-09-14,4123718.0
2021-09-15,4148168.0
2021-09-16,4130032.0
2021-09-17,4143636.0
2021-09-18,4130297.0
2021-09-19,4127655.0
2021-09-20,4176358.0
2021-09-21,4191899.0
2021-09-22,4187985.0
2021-09-23,4213606.0
2021-09-24,4199589.0
2021-09-25,4186699.0
2021-09-26,4177273.0
2021-09-27,4238184.0
2021-09-28,4241682.0
2021-09-29,4262795.0
2021-09-30,4266620.0
2021-10-01,4254042.0
2021-10-02,4252805.0
2021-10-03,4248574.0
2021-10-04,4291602.0
2021-10-05,4305899.0
2021-10-06,4316247.0
2021-10-07,4325417.0
2021-10-08,4322177.0
2021-10-09,4317885.0
2021-10-10,4317152.0
2021-10-11,4351842.0
2021-10-12,4366916.0
2021-10-13,4385071.0
2021-10-14,4390496.0
2021-10-15,4410624.0
2021-10-16,4397030.0
2021-10-17,4391485.0
2021-10-18,4440350.0
2021-10-19,4460019.0
2021-10-20,4480074.0
2021-10-21,4486633.0
2021-10-22,4513195.0
2021-10-23,4504789.0
2021-10-24,4502224.0
2021-10-25,4561105.0
2021-10-26,4583432.0
2021-10-27,4606670.0
2021-10-28,4626448.0
2021-10-29,4650150.0
2021-10-30,4654518.0
2021-10-31,4666359.0
2021-11-01,4700016.0
2021-11-02,4736942.0
2021-11-03,4769025.0
2021-11-04,4800461.0
2021-11-05,4833108.0
2021-11-06,4843917.0
2021-11-07,4865126.0
2021-11-08,4920714.0
2021-11-09,4954328.0
2021-11-10,5008577.0
2021-11-11,5041520.0
2021-11-12,5077459.0
2021-11-13,5099130.0
2021-11-14,5140428.0
2021-11-15,5212001.0
2021-11-16,5269710.0
2021-11-17,5328701.0
2021-11-18,5386236.0
2021-11-19,5446568.0
2021-11-20,5459139.0
2021-11-21,5505277.0
2021-11-22,5583586.0
2021-11-23,5648438.0
2021-11-24,5716098.0
2021-11-25,5778764.0
2021-11-26,5839420.0
2021-11-27,5843734.0
2021-11-28,5871522.0
2021-11-29,5970864.0
2021-11-30,6036434.0
2021-12-01,6104072.0
2021-12-02,6164100.0
2021-12-03,6222929.0
2021-12-04,6226345.0
2021-12-05,6255603.0
2021-12-06,6346155.0
2021-12-07,6407114.0
2021-12-08,6466134.0
2021-12-09,6517159.0
2021-12-10,6564760.0
2021-12-11,6544319.0
2021-12-12,6500670.0
2021-12-13,6658549.0
2021-12-14,6709589.0
2021-12-15,6755400.0
2021-12-16,6796292.0
2021-12-17,6834009.0
2021-12-18,6798927.0
2021-12-19,6795292.0
2021-12-20,6910098.0
2021-12-21,6950258.0
2021-12-22,6985453.0
2021-12-23,7017329.0
2021-12-24,6977511.0
2021-12-25,7010302.0
2021-12-26,6994345.0
2021-12-27,7077914.0
2021-12-28,7150847.0
2021-12-29,7189380.0
2021-12-30,7227283.0
2021-12-31,7230745.0
2022-01-01,7200253.0
2022-01-02,7239788.0
2022-01-03,7355204.0
2022-01-04,7412411.0
2022-01-05,7469544.0
2022-01-06,7520761.0
2022-01-07,7551310.0
2022-01-08,7570981.0
2022-01-09,7547780.0
2022-01-10,7713953.0
2022-01-11,7794950.0
2022-01-12,7877325.0
2022-01-13,7958963.0
2022-01-14,8032057.0
2022-01-15,8079333.0
2022-01-16,7954421.0
2022-01-17,8249967.0
2022-01-18,8375366.0
2022-01-19,8510927.0
2022-01-20,8649697.0
2022-01-21,8783535.0
2022-01-22,8827576.0
2022-01-23,8824248.0
2022-01-24,9120966.0
2022-01-25,9309618.0
2022-01-26,9498641.0
2022-01-27,9688374.0
2022-01-28,9872573.0
2022-01-29,9928094.0
2022-01-30,9846645.0
2022-01-31,10261352.0
2022-02-01,10488048.0
2022-02-02,10720208.0
2022-02-03,10949738.0
2022-02-04,11155979.0
2022-02-05,11162803.0
2022-02-06,11199164.0
2022-02-07,11580038.0
2022-02-08,11817108.0
2022-02-09,12050551.0
2022-02-10,12267803.0
2022-02-11,12467619.0
2022-02-12,12491559.0
2022-02-13,12411701.0
2022-02-14,12849695.0
2022-02-15,13068873.0
2022-02-16,13287550.0
2022-02-17,13490965.0
2022-02-18,13666371.0
2022-02-19,13679537.0
2022-02-20,13451552.0
2022-02-21,14015368.0
2022-02-22,14223752.0
2022-02-23,14420405.0
2022-02-24,14601980.0
2022-02-25,14768021.0
2022-02-26,14653602.0
2022-02-27,14294685.0
2022-02-28,15057164.0
2022-03-01,15282803.0
2022-03-02,15483463.0
2022-03-03,15688601.0
2022-03-04,15876976.0
2022-03-05,15736168.0
2022-03-06,15601852.0
2022-03-07,16285567.0
2022-03-08,16532464.0
2022-03-09,16788219.0
2022-03-10,17035642.0
2022-03-11,17273202.0
2022-03-12,17139950.0
2022-03-13,16774895.0
2022-03-14,17762899.0
2022-03-15,18042083.0
2022-03-16,18338759.0
2022-03-17,18622080.0
2022-03-18,18872832.0
2022-03-19,18629868.0
2022-03-20,18401265.0
2022-03-21,19374536.0
2022-03-22,19669081.0
2022-03-23,19963907.0
2022-03-24,20235608.0
2022-03-25,20471342.0
2022-03-26,19808629.0
2022-03-27,19427631.0
2022-03-28,20902516.0
2022-03-29,21165641.0
2022-03-30,21412795.0
2022-03-31,21629737.0
2022-04-01,21805957.0
2022-04-02,20622506.0
2022-04-03,20127463.0
2022-04-04,22113001.0
2022-04-05,22312915.0
2022-04-06,22492730.0
2022-04-07,22651052.0
2022-04-08,22789165.0
2022-04-09,21536159.0
2022-04-10,20657955.0
2022-04-11,23055678.0
2022-04-12,23229272.0
2022-04-13,23380818.0
2022-04-14,23525158.0
2022-04-15,21136897.0
2022-04-16,21755917.0
2022-04-17,20457995.0
2022-04-18,21234225.0
2022-04-19,23883786.0
2022-04-20,24054069.0
2022-04-21,24201496.0
2022-04-22,24316723.0
2022-04-23,22088284.0
2022-04-24,21296002.0
2022-04-25,24523598.0
2022-04-26,24655992.0
2022-04-27,24765858.0
2022-04-28,24856893.0
2022-04-29,24933273.0
2022-04-30,22480534.0
2022-05-01,21161935.0
2022-05-02,25080598.0
2022-05-03,25182904.0
2022-05-04,25269761.0
2022-05-05,25347016.0
2022-05-06,25412816.0
2022-05-07,22452055.0
2022-05-08,21812924.0
2022-05-09,25546057.0
2022-05-10,25636715.0
2022-05-11,25709939.0
2022-05-12,25706417.0
2022-05-13,25827238.0
2022-05-14,22460275.0
2022-05-15,22116324.0
2022-05-16,25862113.0
2022-05-17,25992323.0
2022-05-18,26043307.0
2022-05-19,26021284.0
2022-05-20,26057717.0
2022-05-21,22159883.0
2022-05-22,20959694.0
2022-05-23,26194753.0
2022-05-24,26238657.0
2022-05-25,26272561.0
2022-05-26,21121471.0
2022-05-27,25853788.0
2022-05-28,21883069.0
2022-05-29,21836388.0
2022-05-30,26387077.0
2022-05-31,26436889.0
2022-06-01,26413483.0
2022-06-02,26454157.0
2022-06-03,26477007.0
2022-06-04,22159776.0
2022-06-05,21674463.0
2022-06-06,22033904.0
2022-06-07,26677640.0
2022-06-08,26739608.0
2022-06-09,26823495.0
2022-06-10,26887077.0
2022-06-11,23094601.0
2022-06-12,22854129.0
2022-06-13,26948655.0
2022-06-14,27105154.0
2022-06-15,27184068.0
2022-06-16,23946941.0
2022-06-17,27245114.0
2022-06-18,22980235.0
2022-06-19,23135543.0
2022-06-20,27460254.0
2022-06-21,27578385.0
2022-06-22,27612958.0
2022-06-23,27713943.0
2022-06-24,27810243.0
2022-06-25,23411883.0
2022-06-26,23801719.0
2022-06-27,27991616.0
2022-06-28,28177115.0
2022-06-29,28296641.0
2022-06-30,28332326.0
2022-07-01,28385811.0
2022-07-02,24540165.0
2022-07-03,24412364.0
2022-07-04,28672116.0
2022-07-05,28803512.0
2022-07-06,28925103.0
2022-07-07,29031727.0
2022-07-08,29126167.0
2022-07-09,24658773.0
2022-07-10,25015337.0
2022-07-11,29313672.0
2022-07-12,29453036.0
2022-07-13,29583490.0
2022-07-14,29696363.0
2022-07-15,29802447.0
2022-07-16,24987091.0
2022-07-17,25105250.0
2022-07-18,29990349.0
2022-07-19,30086779.0
2022-07-20,30197009.0
2022-07-21,30343002.0
2022-07-22,30430334.0
2022-07-23,25588500.0
2022-07-24,25131645.0
2022-07-25,30557721.0
2022-07-26,30704592.0
2022-07-27,30795333.0
2022-07-28,30866881.0
2022-07-29,30927721.0
2022-07-30,26080739.0
2022-07-31,25420405.0
2022-08-01,31045062.0
2022-08-02,31123984.0
2022-08-03,31189075.0
2022-08-04,31242851.0
2022-08-05,31290724.0
2022-08-06,25700472.0
2022-08-07,25184938.0
2022-08-08,31385636.0
2022-08-09,31449364.0
2022-08-10,31432692.0
2022-08-11,31472151.0
2022-08-12,31547864.0
2022-08-13,26088683.0
2022-08-14,26181769.0
2022-08-15,30981417.0
2022-08-16,31730853.0
2022-08-17,31779357.0
2022-08-18,31820323.0
2022-08-19,31855045.0
2022-08-20,25684470.0
2022-08-21,25334643.0
2022-08-22,31927699.0
2022-08-23,31976661.0
2022-08-24,32017993.0
2022-08-25,32051921.0
2022-08-26,32083041.0
2022-08-27,26381225.0
2022-08-28,25700310.0
2022-08-29,32127142.0
2022-08-30,32192648.0
2022-08-31,32202711.0
2022-09-01,32257137.0
2022-09-02,32285691.0
2022-09-03,25884617.0
2022-09-04,25676758.0
2022-09-05,32348660.0
2022-09-06,32391635.0
2022-09-07,32428745.0
2022-09-08,32461203.0
2022-09-09,32491323.0
2022-09-10,26234743.0
2022-09-11,26806643.0
2022-09-12,32559899.0
2022-09-13,32608694.0
2022-09-14,32649571.0
2022-09-15,32687346.0
2022-09-16,32721840.0
2022-09-17,26559214.0
2022-09-18,26755241.0
2022-09-19,32771099.0
2022-09-20,32747594.0
2022-09-21,32909438.0
2022-09-22,32957932.0
2022-09-23,32751118.0
2022-09-24,28486434.0
2022-09-25,28649987.0
2022-09-26,33126641.0
2022-09-27,33221961.0
2022-09-28,33309757.0
2022-09-29,33385140.0
2022-09-30,33416309.0
2022-10-01,29451249.0
2022-10-02,29436035.0
2022-10-03,29283047.0
2022-10-04,33663012.0
2022-10-05,33804410.0
2022-10-06,33939428.0
2022-10-07,34051330.0
2022-10-08,30550329.0
2022-10-09,30096509.0
2022-10-10,34251998.0
2022-10-11,34386945.0
2022-10-12,34505053.0
2022-10-13,34606824.0
2022-10-14,34641732.0
2022-10-15,31181758.0
2022-10-16,31122603.0
2022-10-17,34871030.0
2022-10-18,34991741.0
2022-10-19,35092460.0
2022-10-20,35172932.0
2022-10-21,35241855.0
2022-10-22,30718078.0
2022-10-23,30734888.0
2022-10-24,35369139.0
2022-10-25,35454297.0
2022-10-26,35519636.0
2022-10-27,35572436.0
2022-10-28,35473480.0
2022-10-29,29847365.0
2022-10-30,30330223.0
2022-10-31,33760919.0
2022-11-01,32525406.0
2022-11-02,35781324.0
2022-11-03,35827041.0
2022-11-04,35863100.0
2022-11-05,29919382.0
2022-11-06,29433481.0
2022-11-07,35931136.0
2022-11-08,35973432.0
2022-11-09,36008241.0
2022-11-10,36038020.0
2022-11-11,36009165.0
2022-11-12,30617590.0
2022-11-13,30259153.0
2022-11-14,36118501.0
2022-11-15,36154250.0
2022-11-16,36138274.0
2022-11-17,36209148.0
2022-11-18,36149185.0
2022-11-19,30046311.0
2022-11-20,30108028.0
2022-11-21,36240231.0
2022-11-22,36294726.0
2022-11-23,36352381.0
2022-11-24,36379206.0
2022-11-25,36355810.0
2022-11-26,30717553.0
2022-11-27,30786636.0
2022-11-28,36459818.0
2022-11-29,36499929.0
2022-11-30,36533208.0
2022-12-01,36535314.0
2022-12-02,36589708.0
2022-12-03,30557626.0
2022-12-04,31228508.0
2022-12-05,36646012.0
2022-12-06,36689780.0
2022-12-07,36725755.0
2022-12-08,36757917.0
2022-12-09,36614725.0
2022-12-10,31422168.0
2022-12-11,31475107.0
2022-12-12,36758220.0
2022-12-13,36859202.0
2022-12-14,36799572.0
2022-12-15,36977734.0
2022-12-16,37009801.0
2022-12-17,32087550.0
2022-12-18,31724602.0
2022-12-19,37076039.0
2022-12-20,37124112.0
2022-12-21,37166910.0
2022-12-22,37205515.0
2022-12-23,37182574.0
2022-12-24,31256548.0
2022-12-25,31750801.0
2022-12-26,32375422.0
2022-12-27,36932263.0
2022-12-28,36808743.0
2022-12-29,36953109.0
2022-12-30,36792030.0
2022-12-31,31112296.0
2023-01-01,31201760.0
2023-01-02,37259644.0
2023-01-03,37283352.0
2023-01-04,37401929.0
2023-01-05,37420926.0
2023-01-06,35066174.0
2023-01-07,29676242.0
2023-01-08,29596942.0
2023-01-09,37509730.0
